Unnamed: 0,Title,Organism,Source,Strain/Genotype,Cell/Tissue,Description,Library_Strategy,Ribosome_position,Extraction_Protocol,Tags
GSM1608271,ERSrcTAM24hr_chx_rep1, Homo sapiens,Breast epithelial cell,,breast epithelial,Cycloheximide Treatment,Ribo-seq study,Initiating,"For ribosome profiling, cells were pretreated with cycloheximide (100 µg/ml; Sigma-Aldrich) for 90 seconds or harringtonine (2 µg/ml; Santa Cruz) for 5 minutes, and detergent lysis was then performed with flash-freezing in liquid nitrogen. DNase I-treated lysates were then treated with RNase I, and ribosome-protected fragments were purified as previously described (Ingolia et al., 2012). For ribosome profiling, ribosome-protected fragments were subjected to Illumina TruSeq library construction as previously described (Ingolia et al., 2012).","{'cell line': 'MCF10A-ER-Src', 'cell type': 'breast epithelial', 'rna type': 'Ribosome protected fragments'}"
GSM1608272,ERSrcTAM00hr_harr_rep1, Homo sapiens,Breast epithelial cell,,breast epithelial,Harringtonine Treatment,Ribo-seq study,Initiating,"For ribosome profiling, cells were pretreated with cycloheximide (100 µg/ml; Sigma-Aldrich) for 90 seconds or harringtonine (2 µg/ml; Santa Cruz) for 5 minutes, and detergent lysis was then performed with flash-freezing in liquid nitrogen. DNase I-treated lysates were then treated with RNase I, and ribosome-protected fragments were purified as previously described (Ingolia et al., 2012). For ribosome profiling, ribosome-protected fragments were subjected to Illumina TruSeq library construction as previously described (Ingolia et al., 2012).","{'cell line': 'MCF10A-ER-Src', 'cell type': 'breast epithelial', 'rna type': 'Ribosome protected fragments'}"
GSM1608273,ERSrcTAM01hr_harr_rep1, Homo sapiens,Breast epithelial cell,,breast epithelial,Harringtonine Treatment,Ribo-seq study,Initiating,"For ribosome profiling, cells were pretreated with cycloheximide (100 µg/ml; Sigma-Aldrich) for 90 seconds or harringtonine (2 µg/ml; Santa Cruz) for 5 minutes, and detergent lysis was then performed with flash-freezing in liquid nitrogen. DNase I-treated lysates were then treated with RNase I, and ribosome-protected fragments were purified as previously described (Ingolia et al., 2012). For ribosome profiling, ribosome-protected fragments were subjected to Illumina TruSeq library construction as previously described (Ingolia et al., 2012).","{'cell line': 'MCF10A-ER-Src', 'cell type': 'breast epithelial', 'rna type': 'Ribosome protected fragments'}"
GSM1608274,ERSrcTAM04hr_harr_rep1, Homo sapiens,Breast epithelial cell,,breast epithelial,Harringtonine Treatment,Ribo-seq study,Initiating,"For ribosome profiling, cells were pretreated with cycloheximide (100 µg/ml; Sigma-Aldrich) for 90 seconds or harringtonine (2 µg/ml; Santa Cruz) for 5 minutes, and detergent lysis was then performed with flash-freezing in liquid nitrogen. DNase I-treated lysates were then treated with RNase I, and ribosome-protected fragments were purified as previously described (Ingolia et al., 2012). For ribosome profiling, ribosome-protected fragments were subjected to Illumina TruSeq library construction as previously described (Ingolia et al., 2012).","{'cell line': 'MCF10A-ER-Src', 'cell type': 'breast epithelial', 'rna type': 'Ribosome protected fragments'}"
GSM1608275,ERSrcTAM24hr_harr_rep1, Homo sapiens,Breast epithelial cell,,breast epithelial,Harringtonine Treatment,Ribo-seq study,Initiating,"For ribosome profiling, cells were pretreated with cycloheximide (100 µg/ml; Sigma-Aldrich) for 90 seconds or harringtonine (2 µg/ml; Santa Cruz) for 5 minutes, and detergent lysis was then performed with flash-freezing in liquid nitrogen. DNase I-treated lysates were then treated with RNase I, and ribosome-protected fragments were purified as previously described (Ingolia et al., 2012). For ribosome profiling, ribosome-protected fragments were subjected to Illumina TruSeq library construction as previously described (Ingolia et al., 2012).","{'cell line': 'MCF10A-ER-Src', 'cell type': 'breast epithelial', 'rna type': 'Ribosome protected fragments'}"
GSM1608276,ERSrcEtOH01hr_chx_rep2, Homo sapiens,Breast epithelial cell,,breast epithelial,Cycloheximide Treatment,Ribo-seq study,Initiating,"For ribosome profiling, cells were pretreated with cycloheximide (100 µg/ml; Sigma-Aldrich) for 90 seconds or harringtonine (2 µg/ml; Santa Cruz) for 5 minutes, and detergent lysis was then performed with flash-freezing in liquid nitrogen. DNase I-treated lysates were then treated with RNase I, and ribosome-protected fragments were purified as previously described (Ingolia et al., 2012). For ribosome profiling, ribosome-protected fragments were subjected to Illumina TruSeq library construction as previously described (Ingolia et al., 2012).","{'cell line': 'MCF10A-ER-Src', 'cell type': 'breast epithelial', 'rna type': 'Ribosome protected fragments'}"
GSM1608277,ERSrcEtOH04hr_chx_rep2, Homo sapiens,Breast epithelial cell,,breast epithelial,Cycloheximide Treatment,Ribo-seq study,Initiating,"For ribosome profiling, cells were pretreated with cycloheximide (100 µg/ml; Sigma-Aldrich) for 90 seconds or harringtonine (2 µg/ml; Santa Cruz) for 5 minutes, and detergent lysis was then performed with flash-freezing in liquid nitrogen. DNase I-treated lysates were then treated with RNase I, and ribosome-protected fragments were purified as previously described (Ingolia et al., 2012). For ribosome profiling, ribosome-protected fragments were subjected to Illumina TruSeq library construction as previously described (Ingolia et al., 2012).","{'cell line': 'MCF10A-ER-Src', 'cell type': 'breast epithelial', 'rna type': 'Ribosome protected fragments'}"
GSM1608278,ERSrcEtOH24hr_chx_rep2, Homo sapiens,Breast epithelial cell,,breast epithelial,Cycloheximide Treatment,Ribo-seq study,Initiating,"For ribosome profiling, cells were pretreated with cycloheximide (100 µg/ml; Sigma-Aldrich) for 90 seconds or harringtonine (2 µg/ml; Santa Cruz) for 5 minutes, and detergent lysis was then performed with flash-freezing in liquid nitrogen. DNase I-treated lysates were then treated with RNase I, and ribosome-protected fragments were purified as previously described (Ingolia et al., 2012). For ribosome profiling, ribosome-protected fragments were subjected to Illumina TruSeq library construction as previously described (Ingolia et al., 2012).","{'cell line': 'MCF10A-ER-Src', 'cell type': 'breast epithelial', 'rna type': 'Ribosome protected fragments'}"
GSM1608279,ERSrcTAM01hr_chx_rep2, Homo sapiens,Breast epithelial cell,,breast epithelial,Cycloheximide Treatment,Ribo-seq study,Initiating,"For ribosome profiling, cells were pretreated with cycloheximide (100 µg/ml; Sigma-Aldrich) for 90 seconds or harringtonine (2 µg/ml; Santa Cruz) for 5 minutes, and detergent lysis was then performed with flash-freezing in liquid nitrogen. DNase I-treated lysates were then treated with RNase I, and ribosome-protected fragments were purified as previously described (Ingolia et al., 2012). For ribosome profiling, ribosome-protected fragments were subjected to Illumina TruSeq library construction as previously described (Ingolia et al., 2012).","{'cell line': 'MCF10A-ER-Src', 'cell type': 'breast epithelial', 'rna type': 'Ribosome protected fragments'}"
GSM1608280,ERSrcTAM04hr_chx_rep2, Homo sapiens,Breast epithelial cell,,breast epithelial,Cycloheximide Treatment,Ribo-seq study,Initiating,"For ribosome profiling, cells were pretreated with cycloheximide (100 µg/ml; Sigma-Aldrich) for 90 seconds or harringtonine (2 µg/ml; Santa Cruz) for 5 minutes, and detergent lysis was then performed with flash-freezing in liquid nitrogen. DNase I-treated lysates were then treated with RNase I, and ribosome-protected fragments were purified as previously described (Ingolia et al., 2012). For ribosome profiling, ribosome-protected fragments were subjected to Illumina TruSeq library construction as previously described (Ingolia et al., 2012).","{'cell line': 'MCF10A-ER-Src', 'cell type': 'breast epithelial', 'rna type': 'Ribosome protected fragments'}"
GSM1608281,ERSrcTAM24hr_chx_rep2, Homo sapiens,Breast epithelial cell,,breast epithelial,Cycloheximide Treatment,Ribo-seq study,Initiating,"For ribosome profiling, cells were pretreated with cycloheximide (100 µg/ml; Sigma-Aldrich) for 90 seconds or harringtonine (2 µg/ml; Santa Cruz) for 5 minutes, and detergent lysis was then performed with flash-freezing in liquid nitrogen. DNase I-treated lysates were then treated with RNase I, and ribosome-protected fragments were purified as previously described (Ingolia et al., 2012). For ribosome profiling, ribosome-protected fragments were subjected to Illumina TruSeq library construction as previously described (Ingolia et al., 2012).","{'cell line': 'MCF10A-ER-Src', 'cell type': 'breast epithelial', 'rna type': 'Ribosome protected fragments'}"
GSM1608282,EH_rna, Homo sapiens,Fibroblast cell,,Fibroblast,No description available,RNA-seq study,,"For RNA-seq, total RNA was purified from DNase-treated lysates, and ribosomal RNA was depleted with RiboMinus Eukaryote Kit (Invitrogen). RNA-seq libraries were prepared with a tagging-based workflow(Pease and Kinross, 2013). In brief, rRNA-depleted RNA was fragmented at 85°C for 5 min, followed by cDNA synthesis, terminal tagging and PCR amplification with ScriptSeq v2 RNA-Seq Library Preparation Kit (Epicentre).","{'cell line': 'BJ', 'cell type': 'Fibroblast', 'rna type': 'Total RNA'}"
GSM1608283,EL_rna, Homo sapiens,Fibroblast cell,,Fibroblast,No description available,RNA-seq study,,"For RNA-seq, total RNA was purified from DNase-treated lysates, and ribosomal RNA was depleted with RiboMinus Eukaryote Kit (Invitrogen). RNA-seq libraries were prepared with a tagging-based workflow(Pease and Kinross, 2013). In brief, rRNA-depleted RNA was fragmented at 85°C for 5 min, followed by cDNA synthesis, terminal tagging and PCR amplification with ScriptSeq v2 RNA-Seq Library Preparation Kit (Epicentre).","{'cell line': 'BJ', 'cell type': 'Fibroblast', 'rna type': 'Total RNA'}"
GSM1608284,ELR_rna, Homo sapiens,Fibroblast cell,,Fibroblast,No description available,RNA-seq study,,"For RNA-seq, total RNA was purified from DNase-treated lysates, and ribosomal RNA was depleted with RiboMinus Eukaryote Kit (Invitrogen). RNA-seq libraries were prepared with a tagging-based workflow(Pease and Kinross, 2013). In brief, rRNA-depleted RNA was fragmented at 85°C for 5 min, followed by cDNA synthesis, terminal tagging and PCR amplification with ScriptSeq v2 RNA-Seq Library Preparation Kit (Epicentre).","{'cell line': 'BJ', 'cell type': 'Fibroblast', 'rna type': 'Total RNA'}"
GSM1608285,EH_chx_rep1, Homo sapiens,Fibroblast cell,,Fibroblast,Cycloheximide Treatment,Ribo-seq study,Initiating,"For ribosome profiling, cells were pretreated with cycloheximide (100 µg/ml; Sigma-Aldrich) for 90 seconds or harringtonine (2 µg/ml; Santa Cruz) for 5 minutes, and detergent lysis was then performed with flash-freezing in liquid nitrogen. DNase I-treated lysates were then treated with RNase I, and ribosome-protected fragments were purified as previously described (Ingolia et al., 2012). For ribosome profiling, ribosome-protected fragments were subjected to Illumina TruSeq library construction as previously described (Ingolia et al., 2012).","{'cell line': 'BJ', 'cell type': 'Fibroblast', 'rna type': 'Ribosome protected fragments'}"
GSM1608286,EL_chx_rep1, Homo sapiens,Fibroblast cell,,Fibroblast,Cycloheximide Treatment,Ribo-seq study,Initiating,"For ribosome profiling, cells were pretreated with cycloheximide (100 µg/ml; Sigma-Aldrich) for 90 seconds or harringtonine (2 µg/ml; Santa Cruz) for 5 minutes, and detergent lysis was then performed with flash-freezing in liquid nitrogen. DNase I-treated lysates were then treated with RNase I, and ribosome-protected fragments were purified as previously described (Ingolia et al., 2012). For ribosome profiling, ribosome-protected fragments were subjected to Illumina TruSeq library construction as previously described (Ingolia et al., 2012).","{'cell line': 'BJ', 'cell type': 'Fibroblast', 'rna type': 'Ribosome protected fragments'}"
GSM1608287,ELR_chx_rep1, Homo sapiens,Fibroblast cell,,Fibroblast,Cycloheximide Treatment,Ribo-seq study,Initiating,"For ribosome profiling, cells were pretreated with cycloheximide (100 µg/ml; Sigma-Aldrich) for 90 seconds or harringtonine (2 µg/ml; Santa Cruz) for 5 minutes, and detergent lysis was then performed with flash-freezing in liquid nitrogen. DNase I-treated lysates were then treated with RNase I, and ribosome-protected fragments were purified as previously described (Ingolia et al., 2012). For ribosome profiling, ribosome-protected fragments were subjected to Illumina TruSeq library construction as previously described (Ingolia et al., 2012).","{'cell line': 'BJ', 'cell type': 'Fibroblast', 'rna type': 'Ribosome protected fragments'}"
GSM1608288,EH_harr_rep1, Homo sapiens,Fibroblast cell,,Fibroblast,Harringtonine Treatment,Ribo-seq study,Initiating,"For ribosome profiling, cells were pretreated with cycloheximide (100 µg/ml; Sigma-Aldrich) for 90 seconds or harringtonine (2 µg/ml; Santa Cruz) for 5 minutes, and detergent lysis was then performed with flash-freezing in liquid nitrogen. DNase I-treated lysates were then treated with RNase I, and ribosome-protected fragments were purified as previously described (Ingolia et al., 2012). For ribosome profiling, ribosome-protected fragments were subjected to Illumina TruSeq library construction as previously described (Ingolia et al., 2012).","{'cell line': 'BJ', 'cell type': 'Fibroblast', 'rna type': 'Ribosome protected fragments'}"
GSM1608289,EL_harr_rep1, Homo sapiens,Fibroblast cell,,Fibroblast,Harringtonine Treatment,Ribo-seq study,Initiating,"For ribosome profiling, cells were pretreated with cycloheximide (100 µg/ml; Sigma-Aldrich) for 90 seconds or harringtonine (2 µg/ml; Santa Cruz) for 5 minutes, and detergent lysis was then performed with flash-freezing in liquid nitrogen. DNase I-treated lysates were then treated with RNase I, and ribosome-protected fragments were purified as previously described (Ingolia et al., 2012). For ribosome profiling, ribosome-protected fragments were subjected to Illumina TruSeq library construction as previously described (Ingolia et al., 2012).","{'cell line': 'BJ', 'cell type': 'Fibroblast', 'rna type': 'Ribosome protected fragments'}"
GSM1608290,ELR_harr_rep1, Homo sapiens,Fibroblast cell,,Fibroblast,Harringtonine Treatment,Ribo-seq study,Initiating,"For ribosome profiling, cells were pretreated with cycloheximide (100 µg/ml; Sigma-Aldrich) for 90 seconds or harringtonine (2 µg/ml; Santa Cruz) for 5 minutes, and detergent lysis was then performed with flash-freezing in liquid nitrogen. DNase I-treated lysates were then treated with RNase I, and ribosome-protected fragments were purified as previously described (Ingolia et al., 2012). For ribosome profiling, ribosome-protected fragments were subjected to Illumina TruSeq library construction as previously described (Ingolia et al., 2012).","{'cell line': 'BJ', 'cell type': 'Fibroblast', 'rna type': 'Ribosome protected fragments'}"
GSM1608291,EH_chx_rep2, Homo sapiens,Fibroblast cell,,Fibroblast,Cycloheximide Treatment,Ribo-seq study,Initiating,"For ribosome profiling, cells were pretreated with cycloheximide (100 µg/ml; Sigma-Aldrich) for 90 seconds or harringtonine (2 µg/ml; Santa Cruz) for 5 minutes, and detergent lysis was then performed with flash-freezing in liquid nitrogen. DNase I-treated lysates were then treated with RNase I, and ribosome-protected fragments were purified as previously described (Ingolia et al., 2012). For ribosome profiling, ribosome-protected fragments were subjected to Illumina TruSeq library construction as previously described (Ingolia et al., 2012).","{'cell line': 'BJ', 'cell type': 'Fibroblast', 'rna type': 'Ribosome protected fragments'}"
GSM1608292,EL_chx_rep2, Homo sapiens,Fibroblast cell,,Fibroblast,Cycloheximide Treatment,Ribo-seq study,Initiating,"For ribosome profiling, cells were pretreated with cycloheximide (100 µg/ml; Sigma-Aldrich) for 90 seconds or harringtonine (2 µg/ml; Santa Cruz) for 5 minutes, and detergent lysis was then performed with flash-freezing in liquid nitrogen. DNase I-treated lysates were then treated with RNase I, and ribosome-protected fragments were purified as previously described (Ingolia et al., 2012). For ribosome profiling, ribosome-protected fragments were subjected to Illumina TruSeq library construction as previously described (Ingolia et al., 2012).","{'cell line': 'BJ', 'cell type': 'Fibroblast', 'rna type': 'Ribosome protected fragments'}"
GSM1608293,ELR_chx_rep2, Homo sapiens,Fibroblast cell,,Fibroblast,Cycloheximide Treatment,Ribo-seq study,Initiating,"For ribosome profiling, cells were pretreated with cycloheximide (100 µg/ml; Sigma-Aldrich) for 90 seconds or harringtonine (2 µg/ml; Santa Cruz) for 5 minutes, and detergent lysis was then performed with flash-freezing in liquid nitrogen. DNase I-treated lysates were then treated with RNase I, and ribosome-protected fragments were purified as previously described (Ingolia et al., 2012). For ribosome profiling, ribosome-protected fragments were subjected to Illumina TruSeq library construction as previously described (Ingolia et al., 2012).","{'cell line': 'BJ', 'cell type': 'Fibroblast', 'rna type': 'Ribosome protected fragments'}"
GSM1608294,EH_harr_rep2, Homo sapiens,Fibroblast cell,,Fibroblast,Harringtonine Treatment,Ribo-seq study,Initiating,"For ribosome profiling, cells were pretreated with cycloheximide (100 µg/ml; Sigma-Aldrich) for 90 seconds or harringtonine (2 µg/ml; Santa Cruz) for 5 minutes, and detergent lysis was then performed with flash-freezing in liquid nitrogen. DNase I-treated lysates were then treated with RNase I, and ribosome-protected fragments were purified as previously described (Ingolia et al., 2012). For ribosome profiling, ribosome-protected fragments were subjected to Illumina TruSeq library construction as previously described (Ingolia et al., 2012).","{'cell line': 'BJ', 'cell type': 'Fibroblast', 'rna type': 'Ribosome protected fragments'}"
GSM1608295,EL_harr_rep2, Homo sapiens,Fibroblast cell,,Fibroblast,Harringtonine Treatment,Ribo-seq study,Initiating,"For ribosome profiling, cells were pretreated with cycloheximide (100 µg/ml; Sigma-Aldrich) for 90 seconds or harringtonine (2 µg/ml; Santa Cruz) for 5 minutes, and detergent lysis was then performed with flash-freezing in liquid nitrogen. DNase I-treated lysates were then treated with RNase I, and ribosome-protected fragments were purified as previously described (Ingolia et al., 2012). For ribosome profiling, ribosome-protected fragments were subjected to Illumina TruSeq library construction as previously described (Ingolia et al., 2012).","{'cell line': 'BJ', 'cell type': 'Fibroblast', 'rna type': 'Ribosome protected fragments'}"
GSM1608296,ELR_harr_rep2, Homo sapiens,Fibroblast cell,,Fibroblast,Harringtonine Treatment,Ribo-seq study,Initiating,"For ribosome profiling, cells were pretreated with cycloheximide (100 µg/ml; Sigma-Aldrich) for 90 seconds or harringtonine (2 µg/ml; Santa Cruz) for 5 minutes, and detergent lysis was then performed with flash-freezing in liquid nitrogen. DNase I-treated lysates were then treated with RNase I, and ribosome-protected fragments were purified as previously described (Ingolia et al., 2012). For ribosome profiling, ribosome-protected fragments were subjected to Illumina TruSeq library construction as previously described (Ingolia et al., 2012).","{'cell line': 'BJ', 'cell type': 'Fibroblast', 'rna type': 'Ribosome protected fragments'}"
